(2, 4),22,9
(3, 1),22,9
(4, 2),22,9
(4, 3),22,9
(4, 5),22,9
(5, 0),22,9
(1, 0),23,9
(1, 3),23,9
(2, 1),23,9
(2, 4),23,9
(3, 1),23,9
(4, 2),23,9
(4, 3),23,9
(4, 5),23,9
(5, 0),23,9
(1, 0),24,9
(1, 3),24,9
(2, 1),24,9
(2, 4),24,9
(3, 1),24,9
(4, 2),24,9
(4, 3),24,9
(4, 5),24,9
(5, 0),24,9
(1, 0),25,9
(1, 3),25,9
(2, 1),25,9
(2, 4),25,9
(3, 1),25,9
(4, 2),25,9
(4, 3),25,9
(4, 5),25,9
(5, 0),25,9
(1, 0),26,9
(1, 3),26,9
(2, 1),26,9
(2, 4),26,9
(3, 1),26,9
(4, 2),26,9
(4, 3),26,9
(4, 5),26,9
(5, 0),26,9
(1, 0),27,9
(1, 3),27,9
(2, 1),27,9
(2, 4),27,9
(3, 1),27,9
(4, 2),27,9
(4, 3),27,9
(4, 5),27,9
(5, 0),27,9
(1, 0),28,9
(1, 3),28,9
(2, 1),28,9
(2, 4),28,9
(3, 1),28,9
(4, 2),28,9
(4, 3),28,9
(4, 5),28,9
(5, 0),28,9
(1, 0),29,9
(1, 3),29,9
(2, 1),29,9
(2, 4),29,9
(3, 1),29,9
(4, 2),29,9
(4, 3),29,9
(4, 5),29,9
(5, 0),29,9
(1, 0),30,9
(1, 3),30,9
(2, 1),30,9
(2, 4),30,9
(3, 1),30,9
(4, 2),30,9
(4, 3),30,9
(4, 5),30,9
(5, 0),30,9
(1, 0),31,9
(1, 3),31,9
(2, 1),31,9
(2, 4),31,9
(3, 1),31,9
(4, 2),31,9
(4, 3),31,9
(4, 5),31,9
(5, 0),31,9
(1, 0),32,9
(1, 3),32,9
(2, 1),32,9
(2, 4),32,9
(3, 1),32,9
(4, 2),32,9
(4, 3),32,9
(4, 5),32,9
(5, 0),32,9
(1, 0),33,9
(1, 3),33,9
(2, 1),33,9
(2, 4),33,9
(3, 1),33,9
(4, 2),33,9
(4, 3),33,9
(4, 5),33,9
(5, 0),33,9
(1, 0),34,9
(1, 3),34,9
(2, 1),34,9
(2, 4),34,9
(3, 1),34,9
(4, 2),34,9
(4, 3),34,9
(4, 5),34,9
(5, 0),34,9
(1, 0),35,9
(1, 3),35,9
(2, 1),35,9
(2, 4),35,9
(3, 1),35,9
(4, 2),35,9
(4, 3),35,9
(4, 5),35,9
(5, 0),35,9
(1, 0),36,9
(1, 3),36,9
(2, 1),36,9
(2, 4),36,9
(3, 1),36,9
(4, 2),36,9
(4, 3),36,9
(4, 5),36,9
(5, 0),36,9
(1, 0),37,9
(1, 3),37,9
(2, 1),37,9
(2, 4),37,9
(3, 1),37,9
(4, 2),37,9
(4, 3),37,9
(4, 5),37,9
(5, 0),37,9
(1, 0),38,9
(1, 3),38,9
(2, 1),38,9
(2, 4),38,9
(3, 1),38,9
(4, 2),38,9
(4, 3),38,9
(4, 5),38,9
(5, 0),38,9
(1, 0),39,9
(1, 3),39,9
(2, 1),39,9
(2, 4),39,9
(3, 1),39,9
(4, 2),39,9
(4, 3),39,9
(4, 5),39,9
(5, 0),39,9
(1, 0),40,9
(1, 3),40,9
(2, 1),40,9
(2, 4),40,9
(3, 1),40,9
(4, 2),40,9
(4, 3),40,9
(4, 5),40,9
(5, 0),40,9
(1, 0),41,9
(1, 3),41,9
(2, 1),41,9
(2, 4),41,9
(3, 1),41,9
(4, 2),41,9
(4, 3),41,9
(4, 5),41,9
(5, 0),41,9
(1, 0),42,9
(1, 3),42,9
(2, 1),42,9
(2, 4),42,9
(3, 1),42,9
(4, 2),42,9
(4, 3),42,9
(4, 5),42,9
(5, 0),42,9
(1, 0),43,9
(1, 3),43,9
(2, 1),43,9
(2, 4),43,9
(3, 1),43,9
(4, 2),43,9
(4, 3),43,9
(4, 5),43,9
(5, 0),43,9
(1, 0),44,9
(1, 3),44,9
(2, 1),44,9
(2, 4),44,9
(3, 1),44,9
(4, 2),44,9
(4, 3),44,9
(4, 5),44,9
(5, 0),44,9
(1, 0),45,9
(1, 3),45,9
(2, 1),45,9
(2, 4),45,9
(3, 1),45,9
(4, 2),45,9
(4, 3),45,9
(4, 5),45,9
(5, 0),45,9
(1, 0),46,9
(1, 3),46,9
(2, 1),46,9
(2, 4),46,9
(3, 1),46,9
(4, 2),46,9
(4, 3),46,9
(4, 5),46,9
(5, 0),46,9
(1, 0),47,9
(1, 3),47,9
(2, 1),47,9
(2, 4),47,9
(3, 1),47,9
(4, 2),47,9
(4, 3),47,9
(4, 5),47,9
(5, 0),47,9
(1, 0),48,9
(1, 3),48,9
(2, 1),48,9
(2, 4),48,9
(3, 1),48,9
(4, 2),48,9
(4, 3),48,9
(4, 5),48,9
(5, 0),48,9
(1, 0),49,9
(1, 3),49,9
(2, 1),49,9
(2, 4),49,9
(3, 1),49,9
(4, 2),49,9
(4, 3),49,9
(4, 5),49,9
(5, 0),49,9
(1, 0),50,9
(1, 3),50,9
(2, 1),50,9
(2, 4),50,9
(3, 1),50,9
(4, 2),50,9
(4, 3),50,9
(4, 5),50,9
(5, 0),50,9
(1, 0),51,9
(1, 3),51,9
(2, 1),51,9
(2, 4),51,9
(3, 1),51,9
(4, 2),51,9
(4, 3),51,9
(4, 5),51,9
(5, 0),51,9
(1, 0),52,9
(1, 3),52,9
(2, 1),52,9
(2, 4),52,9
(3, 1),52,9
(4, 2),52,9
(4, 3),52,9
(4, 5),52,9
(5, 0),52,9
(1, 0),53,9
(1, 3),53,9
(2, 1),53,9
(2, 4),53,9
(3, 1),53,9
(4, 2),53,9
(4, 3),53,9
(4, 5),53,9
(5, 0),53,9
(1, 0),54,9
(1, 3),54,9
(2, 1),54,9
(2, 4),54,9
(3, 1),54,9
(4, 2),54,9
(4, 3),54,9
(4, 5),54,9
(5, 0),54,9
(1, 0),55,9
(1, 3),55,9
(2, 1),55,9
(2, 4),55,9
(3, 1),55,9
(4, 2),55,9
(4, 3),55,9
(4, 5),55,9
(5, 0),55,9
(1, 0),56,9
(1, 3),56,9
(2, 1),56,9
(2, 4),56,9
(3, 1),56,9
(4, 2),56,9
(4, 3),56,9
(4, 5),56,9
(5, 0),56,9
(1, 0),57,9
(1, 3),57,9
(2, 1),57,9
(2, 4),57,9
(3, 1),57,9
(4, 2),57,9
(4, 3),57,9
(4, 5),57,9
(5, 0),57,9
(1, 0),58,9
(1, 3),58,9
(2, 1),58,9
(2, 4),58,9
(3, 1),58,9
(4, 2),58,9
(4, 3),58,9
(4, 5),58,9
(5, 0),58,9
(1, 0),59,9
(1, 3),59,9
(2, 1),59,9
(2, 4),59,9
(3, 1),59,9
(4, 2),59,9
(4, 3),59,9
(4, 5),59,9
(5, 0),59,9
(1, 0),60,9
(1, 3),60,9
(2, 1),60,9
(2, 4),60,9
(3, 1),60,9
(4, 2),60,9
(4, 3),60,9
(4, 5),60,9
(5, 0),60,9
(1, 0),61,9
(1, 3),61,9
(2, 1),61,9
(2, 4),61,9
(3, 1),61,9
(4, 2),61,9
(4, 3),61,9
(4, 5),61,9
(5, 0),61,9
(1, 0),62,9
(1, 3),62,9
(2, 1),62,9
(2, 4),62,9
(3, 1),62,9
(4, 2),62,9
(4, 3),62,9
(4, 5),62,9
(5, 0),62,9
(1, 0),63,9
(1, 3),63,9
(2, 1),63,9
(2, 4),63,9
(3, 1),63,9
(4, 2),63,9
(4, 3),63,9
(4, 5),63,9
(5, 0),63,9
(1, 0),64,9
(1, 3),64,9
(2, 1),64,9
(2, 4),64,9
(3, 1),64,9
(4, 2),64,9
(4, 3),64,9
(4, 5),64,9
(5, 0),64,9
(1, 0),65,9
(1, 3),65,9
(2, 1),65,9
(2, 4),65,9
(3, 1),65,9
(4, 2),65,9
(4, 3),65,9
(4, 5),65,9
(5, 0),65,9
(1, 0),66,9
(1, 3),66,9
(2, 1),66,9
(2, 4),66,9
(3, 1),66,9
(4, 2),66,9
(4, 3),66,9
(4, 5),66,9
(5, 0),66,9
(1, 0),67,9
(1, 3),67,9
(2, 1),67,9
(2, 4),67,9
(3, 1),67,9
(4, 2),67,9
(4, 3),67,9
(4, 5),67,9
(5, 0),67,9
(1, 0),68,9
(1, 3),68,9
(2, 1),68,9
(2, 4),68,9
(3, 1),68,9
(4, 2),68,9
(4, 3),68,9
(4, 5),68,9
(5, 0),68,9
(1, 0),69,9
(1, 3),69,9
(2, 1),69,9
(2, 4),69,9
(3, 1),69,9
(4, 2),69,9
(4, 3),69,9
(4, 5),69,9
(5, 0),69,9
(1, 0),70,9
(1, 3),70,9
(2, 1),70,9
(2, 4),70,9
(3, 1),70,9
(4, 2),70,9
(4, 3),70,9
(4, 5),70,9
(5, 0),70,9
(1, 0),71,9
(1, 3),71,9
(2, 1),71,9
(2, 4),71,9
(3, 1),71,9
(4, 2),71,9
(4, 3),71,9
(4, 5),71,9
(5, 0),71,9
(1, 0),72,9
(1, 3),72,9
(2, 1),72,9
(2, 4),72,9
(3, 1),72,9
(4, 2),72,9
(4, 3),72,9
(4, 5),72,9
(5, 0),72,9
(1, 0),73,9
(1, 3),73,9
(2, 1),73,9
(2, 4),73,9
(3, 1),73,9
(4, 2),73,9
(4, 3),73,9
(4, 5),73,9
(5, 0),73,9
(1, 0),74,9
(1, 3),74,9
(2, 1),74,9
(2, 4),74,9
(3, 1),74,9
(4, 2),74,9
(4, 3),74,9
(4, 5),74,9
(5, 0),74,9
(1, 0),75,9
(1, 3),75,9
(2, 1),75,9
(2, 4),75,9
(3, 1),75,9
(4, 2),75,9
(4, 3),75,9
(4, 5),75,9
(5, 0),75,9
(1, 0),76,9
(1, 3),76,9
(2, 1),76,9
(2, 4),76,9
(3, 1),76,9
(4, 2),76,9
(4, 3),76,9
(4, 5),76,9
(5, 0),76,9
(1, 0),77,9
(1, 3),77,9
(2, 1),77,9
(2, 4),77,9
(3, 1),77,9
(4, 2),77,9
(4, 3),77,9
(4, 5),77,9
(5, 0),77,9
(1, 0),78,9
(1, 3),78,9
(2, 1),78,9
(2, 4),78,9
(3, 1),78,9
(4, 2),78,9
(4, 3),78,9
(4, 5),78,9
(5, 0),78,9
(1, 0),79,9
(1, 3),79,9
(2, 1),79,9
(2, 4),79,9
(3, 1),79,9
(4, 2),79,9
(4, 3),79,9
(4, 5),79,9
(5, 0),79,9
(1, 0),80,9
(1, 3),80,9
(2, 1),80,9
(2, 4),80,9
(3, 1),80,9
(4, 2),80,9
(4, 3),80,9
(4, 5),80,9
(5, 0),80,9
(1, 0),81,9
(1, 3),81,9
(2, 1),81,9
(2, 4),81,9
(3, 1),81,9
(4, 2),81,9
(4, 3),81,9
(4, 5),81,9
(5, 0),81,9
(1, 0),82,9
(1, 3),82,9
(2, 1),82,9
(2, 4),82,9
(3, 1),82,9
(4, 2),82,9
(4, 3),82,9
(4, 5),82,9
(5, 0),82,9
(1, 0),83,9
(1, 3),83,9
(2, 1),83,9
(2, 4),83,9
(3, 1),83,9
(4, 2),83,9
(4, 3),83,9
(4, 5),83,9
(5, 0),83,9
(1, 0),84,9
(1, 3),84,9
(2, 1),84,9
(2, 4),84,9
(3, 1),84,9
(4, 2),84,9
(4, 3),84,9
(4, 5),84,9
(5, 0),84,9
(1, 0),85,9
(1, 3),85,9
(2, 1),85,9
(2, 4),85,9
(3, 1),85,9
(4, 2),85,9
(4, 3),85,9
(4, 5),85,9
(5, 0),85,9
(1, 0),86,9
(1, 3),86,9
(2, 1),86,9
(2, 4),86,9
(3, 1),86,9
(4, 2),86,9
(4, 3),86,9
(4, 5),86,9
(5, 0),86,9
(1, 0),87,9
(1, 3),87,9
(2, 1),87,9
(2, 4),87,9
(3, 1),87,9
(4, 2),87,9
(4, 3),87,9
(4, 5),87,9
(5, 0),87,9
(1, 0),88,9
(1, 3),88,9
(2, 1),88,9
(2, 4),88,9
(3, 1),88,9
(4, 2),88,9
(4, 3),88,9
(4, 5),88,9
(5, 0),88,9
(1, 0),89,9
(1, 3),89,9
(2, 1),89,9
(2, 4),89,9
(3, 1),89,9
(4, 2),89,9
(4, 3),89,9
(4, 5),89,9
(5, 0),89,9
(1, 0),90,9
(1, 3),90,9
(2, 1),90,9
(2, 4),90,9
(3, 1),90,9
(4, 2),90,9
(4, 3),90,9
(4, 5),90,9
(5, 0),90,9
(1, 0),91,9
(1, 3),91,9
(2, 1),91,9
(2, 4),91,9
(3, 1),91,9
(4, 2),91,9
(4, 3),91,9
(4, 5),91,9
(5, 0),91,9
(1, 0),92,9
(1, 3),92,9
(2, 1),92,9
(2, 4),92,9
(3, 1),92,9
(4, 2),92,9
(4, 3),92,9
(4, 5),92,9
(5, 0),92,9
(1, 0),93,9
(1, 3),93,9
(2, 1),93,9
(2, 4),93,9
(3, 1),93,9
(4, 2),93,9
(4, 3),93,9
(4, 5),93,9
(5, 0),93,9
(1, 0),94,9
(1, 3),94,9
(2, 1),94,9
(2, 4),94,9
(3, 1),94,9
(4, 2),94,9
(4, 3),94,9
(4, 5),94,9
(5, 0),94,9
(1, 0),95,9
(1, 3),95,9
(2, 1),95,9
(2, 4),95,9
(3, 1),95,9
(4, 2),95,9
(4, 3),95,9
(4, 5),95,9
(5, 0),95,9
(1, 0),96,9
(1, 3),96,9
(2, 1),96,9
(2, 4),96,9
(3, 1),96,9
(4, 2),96,9
(4, 3),96,9
(4, 5),96,9
(5, 0),96,9
(1, 0),97,9
(1, 3),97,9
(2, 1),97,9
(2, 4),97,9
(3, 1),97,9
(4, 2),97,9
(4, 3),97,9
(4, 5),97,9
(5, 0),97,9
(1, 0),98,9
(1, 3),98,9
(2, 1),98,9
(2, 4),98,9
(3, 1),98,9
(4, 2),98,9
(4, 3),98,9
(4, 5),98,9
(5, 0),98,9
(1, 0),99,9
(1, 3),99,9
(2, 1),99,9
(2, 4),99,9
(3, 1),99,9
(4, 2),99,9
(4, 3),99,9
(4, 5),99,9
(5, 0),99,9
(1, 0),100,9
(1, 3),100,9
(2, 1),100,9
(2, 4),100,9
(3, 1),100,9
(4, 2),100,9
(4, 3),100,9
(4, 5),100,9
(5, 0),100,9
(1, 0),101,9
(1, 3),101,9
(2, 1),101,9
(2, 4),101,9
(3, 1),101,9
(4, 2),101,9
(4, 3),101,9
(4, 5),101,9
(5, 0),101,9
(1, 0),102,9
(1, 3),102,9
(2, 1),102,9
(2, 4),102,9
(3, 1),102,9
(4, 2),102,9
(4, 3),102,9
(4, 5),102,9
(5, 0),102,9
(1, 0),103,9
(1, 3),103,9
(2, 1),103,9
(2, 4),103,9
(3, 1),103,9
(4, 2),103,9
(4, 3),103,9
(4, 5),103,9
(5, 0),103,9
(1, 0),104,9
(1, 3),104,9
(2, 1),104,9
(2, 4),104,9
(3, 1),104,9
(4, 2),104,9
(4, 3),104,9
(4, 5),104,9
(5, 0),104,9
(1, 0),105,9
(1, 3),105,9
(2, 1),105,9
(2, 4),105,9
(3, 1),105,9
(4, 2),105,9
(4, 3),105,9
(4, 5),105,9
(5, 0),105,9
(1, 0),106,9
(1, 3),106,9
(2, 1),106,9
(2, 4),106,9
(3, 1),106,9
(4, 2),106,9
(4, 3),106,9
(4, 5),106,9
(5, 0),106,9
(1, 0),107,9
(1, 3),107,9
(2, 1),107,9
(2, 4),107,9
(3, 1),107,9
(4, 2),107,9
(4, 3),107,9
(4, 5),107,9
(5, 0),107,9
(2, 5),0,1
(3, 5),1,1
(3, 5),0,1
(3, 4),2,1
(3, 4),1,1
(3, 3),3,1
(3, 3),2,1
(3, 2),4,1
(3, 2),3,1
(2, 2),5,1
(2, 2),4,1
(2, 3),6,1
(2, 3),5,1
(2, 2),7,1
(2, 2),6,1
(2, 3),8,1
(2, 3),7,1
(2, 2),9,1
(2, 2),8,1
(2, 3),10,1
(2, 3),9,1
(2, 2),11,1
(2, 2),10,1
(2, 3),12,1
(2, 3),11,1
(2, 2),13,1
(2, 2),12,1
(2, 3),14,1
(2, 3),13,1
(2, 2),15,1
(2, 2),14,1
(2, 3),16,1
(2, 3),15,1
(2, 2),17,1
(2, 2),16,1
(2, 3),18,1
(2, 3),17,1
(2, 2),19,1
(2, 2),18,1
(2, 3),20,1
(2, 3),19,1
(2, 2),21,1
(2, 2),20,1
(2, 3),22,1
(2, 3),21,1
(2, 2),23,1
(2, 2),22,1
(2, 3),24,1
(2, 3),23,1
(2, 2),25,1
(2, 2),24,1
(2, 3),26,1
(2, 3),25,1
(2, 2),27,1
(2, 2),26,1
(2, 3),28,1
(2, 3),27,1
(2, 2),29,1
(2, 2),28,1
(2, 3),30,1
(2, 3),29,1
(2, 2),31,1
(2, 2),30,1
(2, 3),32,1
(2, 3),31,1
(2, 2),33,1
(2, 2),32,1
(2, 3),34,1
(2, 3),33,1
(2, 2),35,1
(2, 2),34,1
(2, 3),36,1
(2, 3),35,1
(2, 2),37,1
(2, 2),36,1
(2, 3),38,1
(2, 3),37,1
(2, 2),39,1
(2, 2),38,1
(2, 3),40,1
(2, 3),39,1
(2, 2),41,1
(2, 2),40,1
(2, 3),42,1
(2, 3),41,1
(2, 2),43,1
(2, 2),42,1
(2, 3),44,1
(2, 3),43,1
(2, 2),45,1
(2, 2),44,1
(2, 3),46,1
(2, 3),45,1
(2, 2),47,1
(2, 2),46,1
(2, 3),48,1
(2, 3),47,1
(2, 2),49,1
(2, 2),48,1
(2, 3),50,1
(2, 3),49,1
(2, 2),51,1
(2, 2),50,1
(2, 3),52,1
(2, 3),51,1
(2, 2),53,1
(2, 2),52,1
(2, 3),54,1
(2, 3),53,1
(2, 2),55,1
(2, 2),54,1
(2, 3),56,1
(2, 3),55,1
(2, 2),57,1
(2, 2),56,1
(2, 3),58,1
(2, 3),57,1
(2, 2),59,1
(2, 2),58,1
(2, 3),60,1
(2, 3),59,1
(2, 2),61,1
(2, 2),60,1
(2, 3),62,1
(2, 3),61,1
(2, 2),63,1
(2, 2),62,1
(2, 3),64,1
(2, 3),63,1
(2, 2),65,1
(2, 2),64,1
(2, 3),66,1
(2, 3),65,1
(2, 2),67,1
(2, 2),66,1
(2, 3),68,1
(2, 3),67,1
(2, 2),69,1
(2, 2),68,1
(2, 3),70,1
(2, 3),69,1
(2, 2),71,1
(2, 2),70,1
(2, 3),72,1
(2, 3),71,1
(2, 2),73,1
(2, 2),72,1
(2, 3),74,1
(2, 3),73,1
(2, 2),75,1
(2, 2),74,1
(2, 3),76,1
(2, 3),75,1
(2, 2),77,1
(2, 2),76,1
(2, 3),78,1
(2, 3),77,1
(2, 2),79,1
(2, 2),78,1
(2, 3),80,1
(2, 3),79,1
(2, 2),81,1
(2, 2),80,1
(2, 3),82,1
(2, 3),81,1
(2, 2),83,1
(2, 2),82,1
(2, 3),84,1
(2, 3),83,1
(2, 2),85,1
(2, 2),84,1
(2, 3),86,1
(2, 3),85,1
(2, 2),87,1
(2, 2),86,1
(2, 3),88,1
(2, 3),87,1
(2, 2),89,1
(2, 2),88,1
(2, 3),90,1
(2, 3),89,1
(2, 2),91,1
(2, 2),90,1
(2, 3),92,1
(2, 3),91,1
(2, 2),93,1
(2, 2),92,1
(2, 3),94,1
(2, 3),93,1
(2, 2),95,1
(2, 2),94,1
(2, 3),96,1
(2, 3),95,1
(2, 2),97,1
(2, 2),96,1
(2, 3),98,1
(2, 3),97,1
(2, 2),99,1
(2, 2),98,1
(2, 3),100,1
(2, 3),99,1
(2, 2),101,1
(2, 2),100,1
(2, 3),102,1
(2, 3),101,1
(2, 2),103,1
(2, 2),102,1
(2, 3),104,1
(2, 3),103,1
(2, 2),105,1
(2, 2),104,1
(2, 3),106,1
(2, 3),105,1
(2, 2),107,1
(2, 2),106,1
(2, 1),108,1
(2, 1),107,1
(2, 0),109,1
(2, 0),108,1
